orphaID	label	genes	n_genes	description	roots
Orphanet:908	Fragile X syndrome	FMR1	1	Fragile X syndrome (FXS) is a rare genetic disease associated with mild to severe intellectual deficit that may be associated with behavioral disorders and characteristic physical features.	Rare genetic developmental defect during embryogenesis;Rare genetic eye disease;Rare genetic endocrine disease;Rare genetic neurological disorder
Orphanet:47	X-linked agammaglobulinemia	BTK	1	A clinically variable form of isolated agammaglobulinemia, an inherited immunodeficiency disorder, characterized in affected males by recurrent bacterial infections during infancy.	Rare genetic immune disease
Orphanet:905	Wilson disease	ATP7B	1	Wilson disease is a very rare inherited multisystemic disease presenting non-specific neurological, hepatic, psychiatric or osseo-muscular manifestations due to excessive copper deposition in the body.	Rare genetic neurological disorder;Rare genetic hepatic disease;Rare inborn errors of metabolism;Rare genetic renal disease;Rare genetic eye disease
Orphanet:792	X-linked retinoschisis	RS1	1	X-linked retinoschisis (XLRS) is a genetic ocular disease that is characterized by reduced visual acuity in males due to juvenile macular degeneration.	Rare genetic eye disease;Rare genetic developmental defect during embryogenesis
Orphanet:383	X-linked mixed deafness with perilymphatic gusher	POU3F4	1	NA	NA
Orphanet:827	Stargardt disease	CNGB3;PRPH2;ABCA4;ELOVL4;PROM1	5	Stargardt disease, also known as Stargardt 1 (STGD1), is an autosomal recessive form of retinal dystrophy that is usually characterized by a progressive loss of central vision associated with irregular macular and perimacular yellow-white fundus flecks, and a so-called ''beaten bronze'' atrophic central macular lesion.	Rare genetic eye disease
Orphanet:906	Wiskott-Aldrich syndrome	WAS;WIPF1	2	A primary immunodeficiency disease characterized by microthrombocytopenia, eczema, infections and an increased risk for autoimmune manifestations and malignancies.	Inherited cancer-predisposing syndrome;Rare genetic immune disease;Rare genetic hematologic disease;Rare genetic skin disease
Orphanet:904	Williams syndrome	RFC2;BAZ1B;TBL2;CLIP2;ELN;GTF2I;GTF2IRD1;LIMK1	8	A rare genetic multisystemic neurodevelopmental disorder characterized by a distinct facial appearance, cardiac anomalies (most frequently supravalvular aortic stenosis), cognitive and developmental abnormalities, and connective tissue abnormalities (such as joint laxity).	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare genetic cardiac disease;Rare genetic renal disease;Rare genetic eye disease;Rare chromosomal anomaly
Orphanet:280	Wolf-Hirschhorn syndrome	NSD2;NELFA;LETM1	3	A developmental disorder characterized by typical craniofacial features, prenatal and postnatal growth impairment, intellectual disability, severe delayed psychomotor development, seizures, and hypotonia.	Genetic otorhinolaryngologic disease;Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare genetic eye disease;Rare chromosomal anomaly
Orphanet:15	Achondroplasia	FGFR3	1	A primary bone dysplasia with micromelia characterized by rhizomelia, exaggerated lumbar lordosis, brachydactyly, and macrocephaly with frontal bossing and midface hypoplasia.	Rare genetic bone disease;Rare genetic developmental defect during embryogenesis
Orphanet:96	Ataxia with vitamin E deficiency	TTPA	1	A neurodegenerative disease belonging to the inherited cerebellar ataxias mainly characterized by progressive spino-cerebellar ataxia, loss of proprioception, areflexia, and is associated with a marked deficiency in vitamin E.	Rare genetic neurological disorder;Rare genetic eye disease;Rare inborn errors of metabolism
Orphanet:101	Dentatorubral pallidoluysian atrophy	ATN1	1	A rare subtype of autosomal dominant cerebellar ataxia type I characterized by involuntary movements, ataxia, epilepsy, mental disorders, cognitive decline and prominent anticipation.	Rare genetic neurological disorder
Orphanet:276	T-B+ severe combined immunodeficiency due to gamma chain deficiency	IL2RG	1	Severe combined immunodeficiency (SCID) due to gamma chain deficiency, also called SCID-X1, is a form of SCID (see this term) characterized by severe and recurrent infections, associated with diarrhea and failure to thrive.	Rare genetic immune disease
Orphanet:481	Kennedy disease	AR	1	Kennedy's disease, also known as bulbospinal muscular atrophy (BSMA), is a rare X-linked recessive motor neuron disease characterized by proximal and bulbar muscle wasting.	Rare genetic neurological disorder;Genetic infertility
Orphanet:664	Ornithine transcarbamylase deficiency	OTC	1	A rare, genetic disorder of urea cycle metabolism and ammonia detoxification characterized by either a severe, neonatal-onset disease found mainly in males, or later-onset (partial) forms of the disease. Both present with episodes of hyperammonemia that can be fatal and which can lead to neurological sequelae.	Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:394	Classic homocystinuria	CBS	1	Classical homocystinuria due to cystathionine beta-synthase (CbS) deficiency is characterized by the multiple involvement of the eye, skeleton, central nervous system, and vascular system.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism;Rare genetic eye disease
Orphanet:508	Leprechaunism	INSR	1	Leprechaunism is a congenital form of extreme insulin resistance (a group of syndromes that also includes Rabson-Mensenhall syndrome, type A insulin-resistance syndrome, and acquired type B insulin-resistance syndrome; see these terms) characterized by intrauterine and mainly postnatal severe growth retardation.	Rare genetic developmental defect during embryogenesis;Rare genetic endocrine disease;Rare genetic skin disease
Orphanet:163596	Hb Bart's hydrops fetalis	HBA2;HBA1	2	A rare, severe form of alpha-thalassemia that is almost always lethal. It is characterized by fetal onset of generalized edema, pleural and pericardial effusions, and severe hypochromic anemia.	Rare genetic hematologic disease;Rare genetic renal disease
Orphanet:429	Hypochondroplasia	FGFR3	1	Hypochondroplasia is characterized by disproportionate short stature, mild lumbar lordosis and limited extension of the elbow joints.	Rare genetic bone disease;Rare genetic developmental defect during embryogenesis
Orphanet:104	Leber hereditary optic neuropathy	NDUFS2;MT-ATP6;MT-CO1;MT-CO3;MT-CYB;MT-ND1;MT-ND2;MT-ND4;MT-ND4L;MT-ND5;MT-ND6	11	Leber's hereditary optic neuropathy (LHON) is a mitochondrial neurodegenerative disease affecting the optic nerve and often characterized by sudden vision loss in young adult carriers.	Rare genetic cardiac disease;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism;Rare genetic eye disease
Orphanet:163634	Maffucci syndrome	IDH2;IDH1	2	Maffucci syndrome is a very rare genetic bone and skin disorder characterized by multiple enchondromas, leading to bone deformities, combined with multiple dark, irregularly shaped hemangiomas or less commonly lymphangiomas.	Rare genetic developmental defect during embryogenesis;Rare genetic skin disease;Rare genetic bone disease;Rare genetic tumor
Orphanet:2182	Hydrocephalus with stenosis of the aqueduct of Sylvius	L1CAM	1	Hydrocephalus with stenosis of the aqueduct of Sylvius (HSAS) is a historical term used to describe a phenotype now considered to be part of the X-linked L1 clinical spectrum (L1 syndrome, see this term). HSAS is characterized by severe hydrocephalus mostly with prenatal onset, signs of intracranial hypertension, adducted thumbs, spasticity, and severe intellectual deficit. HSAS represents the severe end of the spectrum and is associated with poor prognosis.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis
Orphanet:163717	Benign familial mesial temporal lobe epilepsy	CPA6	1	Benign familial mesial temporal lobe epilepsy is a rare epilepsy characterized by seizures with viscerosensory or experential auras, onset in adolescence or early adulthood and good prognosis. It is defined as at least 24 months of seizure freedom with or without antiepileptic medication.	Rare genetic neurological disorder
Orphanet:649	Norrie disease	NDP	1	Norrie disease (ND) is a rare X-linked genetic vitreoretinal condition characterized by abnormal retinal development with congenital blindness. Common associated manifestations include sensorineural hearing loss and developmental delay, intellectual disability and/or behavioral disorders.	Genetic otorhinolaryngologic disease;Rare genetic neurological disorder;Rare genetic eye disease
Orphanet:163721	Rolandic epilepsy-speech dyspraxia syndrome	SRPX2;GRIN2A	2	Rolandic epilepsy-speech dyspraxia syndrome is a rare, genetic epilepsy characterized by speech disorder (including a range of symptoms from dysarthria, speech dyspraxia, receptive and expressive language delay/regression and acquired aphasia to subtle impairments of conversational speech) and epilepsy (mostly focal and secondary generalized childhood-onset seizures, sometimes with aura). Mild to severe intellectual disability may also be observed.	Rare genetic neurological disorder
Orphanet:163684	Leukoencephalopathy-dystonia-motor neuropathy syndrome	SCP2	1	Leukoencephalopathy-dystonia-motor neuropathy syndrome is a peroxisomal neurodegenerative disorder characterized by spasmodic torticollis, dystonic head tremor, intention tremor, nystagmus, hyposmia, and hypergonadotrophic hypogonadism with azoospermia. Slight cerebellar signs (left-sided intention tremor, balance and gait impairment) are also noted. Magnetic resonance imaging (MRI) shows bilateral hyperintense signals in the thalamus, butterfly-like lesions in the pons, and lesions in the occipital region, whereas nerve conduction studies of the lower extremities shows a predominantly motor and slight sensory neuropathy.	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:163681	Cortical dysplasia-focal epilepsy syndrome	CNTNAP2	1	A rare genetic epilepsy characterized by relatively large head circumference or macrocephaly, diminished or absent deep-tendon reflexes and mild gross motor delay in infancy, followed by intractable focal seizures with language regression, behavioral abnormalities (hyperactivity, attention deficit, aggressive/autoaggressive behavior, autistic features) and intellectual disability later in life.	Rare genetic neurological disorder
Orphanet:379	Chronic granulomatous disease	CYBB;NCF1;NCF2;CYBA;NCF4	5	Chronic granulomatous disease (CGD) is a rare primary immunodeficiency, mainly affecting phagocytes, which is characterized by an increased susceptibility to severe and recurrent bacterial and fungal infections, along with the development of granulomas.	Rare genetic skin disease;Rare genetic immune disease;Rare genetic eye disease
Orphanet:16	Blue cone monochromatism	OPN1MW;OPN1LW	2	Blue cone monochromatism (BCM) is a recessive X-linked disease characterized by severely impaired color discrimination, low visual acuity, nystagmus, and photophobia, due to dysfunction of the red (L) and green (M) cone photoreceptors. BCM is as an incomplete form of achromatopsia (see this term).	Rare genetic eye disease
Orphanet:644	NARP syndrome	MT-ATP6	1	Neuropathy, Ataxia, and Retinitis Pigmentosa (NARP) syndrome is a clinically heterogeneous progressive condition characterized by a combination of proximal neurogenic muscle weakness, sensory-motor neuropathy, ataxia, and pigmentary retinopathy.	Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism;Rare genetic eye disease;Rare genetic neurological disorder
