,closeness,betweenness,degree,eigenvector
entrez gene/locuslink:852042,0.48910648714810284,0.00041201127949045275,151.0,0.03162936368804174
entrez gene/locuslink:856255,0.4573477796429116,2.9628999005128108e-05,61.0,0.01616969076732863
entrez gene/locuslink:854138,0.47405884213856375,8.755231548435295e-05,53.0,0.015207974792449234
entrez gene/locuslink:855489,0.4583970633221169,2.5823219381893267e-05,42.0,0.011200929286895967
entrez gene/locuslink:856466,0.4505073280721533,1.5231941894363593e-05,32.0,0.008383124446950458
entrez gene/locuslink:854023,0.35323236490070126,3.1086710277962847e-06,22.0,0.003430840454164984
entrez gene/locuslink:851447,0.43296735047674084,8.062758461051211e-06,33.0,0.007521074702102518
entrez gene/locuslink:851874,0.4652281900031046,3.047766799188639e-05,45.0,0.012344371970699998
entrez gene/locuslink:852987,0.4344107841716191,7.6095734204693635e-06,32.0,0.00789871295473234
entrez gene/locuslink:853109,0.4536784741144414,1.947033949671182e-05,34.0,0.0077364810057993635
entrez gene/locuslink:854243,0.4756010473696739,4.8945797151852794e-05,24.0,0.006868761659017586
entrez gene/locuslink:856481,0.47230320699708456,2.462337457507941e-05,29.0,0.012006881255766107
entrez gene/locuslink:850401,0.46271421954608616,2.8877810066899974e-05,42.0,0.012120752941186811
entrez gene/locuslink:856226,0.4749227478012836,0.00028235353020168393,136.0,0.02834937661666049
entrez gene/locuslink:853293,0.46132532902332024,2.7152479674627902e-05,57.0,0.015131185523617996
entrez gene/locuslink:855609,0.4821040778573152,0.00045644614012909713,76.0,0.019720355430089473
entrez gene/locuslink:851404,0.4405409378215493,0.00035698520949795564,41.0,0.009619785220525694
entrez gene/locuslink:853442,0.4508461827754795,0.00035800941559464237,35.0,0.010147959800102592
entrez gene/locuslink:854382,0.4930898321816387,0.001263041508434911,323.0,0.04966516885504452
entrez gene/locuslink:853713,0.4528900642236494,0.00036802678981964586,35.0,0.009440057186323524
entrez gene/locuslink:855737,0.4517976935252883,0.0003616680594672625,38.0,0.00973618989100108
entrez gene/locuslink:853895,0.3925343811394892,0.00034387272533505797,35.0,0.0075945247521067155
entrez gene/locuslink:856320,0.4725638599810785,0.0029358006838715893,540.0,0.06646254058976198
entrez gene/locuslink:854283,0.47308602999210736,0.00038538537914172314,61.0,0.01567785070318419
entrez gene/locuslink:855520,0.47662213740458015,8.380260389120008e-05,35.0,0.010075175750659675
entrez gene/locuslink:855571,0.4495612390309758,2.2605133728341404e-05,27.0,0.009114490937052327
entrez gene/locuslink:852246,0.4547109695038689,9.176364706342691e-06,17.0,0.005554560330394959
entrez gene/locuslink:856317,0.47711533869298733,6.019325755903736e-05,76.0,0.019470607779097638
entrez gene/locuslink:855473,0.43331164606376055,2.0085676260225975e-05,64.0,0.016253590625311596
entrez gene/locuslink:853301,0.48005766458433446,3.909653374962978e-05,62.0,0.01530776148534703
entrez gene/locuslink:852013,0.47768568696206565,5.807477723208115e-05,62.0,0.014327250451702508
entrez gene/locuslink:856119,0.47405884213856375,0.00014476759225911536,158.0,0.03511529409520747
entrez gene/locuslink:854518,0.45522898154477104,1.327148302442991e-05,46.0,0.01328228639789485
entrez gene/locuslink:856721,0.4597330878969167,1.114948547706712e-05,18.0,0.006520802123627502
entrez gene/locuslink:855161,0.4598036207425591,1.61322440155441e-05,34.0,0.012087675144061664
entrez gene/locuslink:854229,0.4777237586674105,0.00011721423188572376,139.0,0.030673540335061564
entrez gene/locuslink:855925,0.4853441295546559,0.0004282603641598705,178.0,0.025472691007154574
entrez gene/locuslink:855155,0.48295866569978246,0.00013397378571368778,101.0,0.01834825228180996
entrez gene/locuslink:851656,0.45685975609756097,9.262995407760494e-07,21.0,0.01153020242221849
entrez gene/locuslink:851716,0.47582757799476066,4.09964614183172e-05,50.0,0.011220854075871622
entrez gene/locuslink:851475,0.4700807779781978,3.184513151610056e-05,60.0,0.018111710786353884
entrez gene/locuslink:854940,0.4632148377125193,3.4020875213934044e-05,49.0,0.01164499947669673
entrez gene/locuslink:855583,0.4727502168940768,1.3192866593921043e-05,28.0,0.00914325356699237
entrez gene/locuslink:856572,0.4538845979100409,8.284793914034968e-06,32.0,0.008174702705404421
entrez gene/locuslink:855468,0.42546848381601365,1.1071713926288552e-06,15.0,0.00390213267258784
entrez gene/locuslink:854680,0.473796537823097,6.489013365444213e-05,80.0,0.01922489806745983
entrez gene/locuslink:855116,0.46353723609929626,3.241087455452659e-05,55.0,0.015241845454778104
entrez gene/locuslink:856146,0.464975564347219,6.865032540570623e-05,58.0,0.011780943294484475
entrez gene/locuslink:855049,0.4660601819454164,2.5024954626459336e-05,60.0,0.014558588537592088
entrez gene/locuslink:851071,0.4697860333881966,3.5250612107898056e-05,53.0,0.01431914958026238
entrez gene/locuslink:851897,0.48338709677419356,4.851440770956015e-05,60.0,0.017528832415780647
entrez gene/locuslink:853877,0.4675871752866838,1.8162914385592793e-05,44.0,0.01331378925368922
entrez gene/locuslink:850720,0.47624344509772765,2.7936289220306143e-05,46.0,0.013603529228559418
entrez gene/locuslink:850419,0.4469465364253225,1.0383111842833907e-05,42.0,0.009434738795894756
entrez gene/locuslink:850598,0.4724521163395602,5.1360190407418466e-05,83.0,0.01968733173954193
entrez gene/locuslink:854912,0.3720208540218471,1.4708882385360866e-06,31.0,0.006144156299366923
entrez gene/locuslink:851032,0.45121951219512196,1.008766532067146e-05,35.0,0.009296452354488647
entrez gene/locuslink:853192,0.4568249371236948,3.493134985231816e-05,67.0,0.013063238013860683
entrez gene/locuslink:853985,0.46418338108882523,7.130716110871e-05,85.0,0.013726498286446887
entrez gene/locuslink:854345,0.47052358897872676,5.111661228628595e-05,60.0,0.011166527513044732
entrez gene/locuslink:852726,0.47312337201041915,2.5335984027441803e-05,39.0,0.009003409225581838
entrez gene/locuslink:855485,0.4598388952819333,4.570760172711027e-05,51.0,0.008810292437872461
entrez gene/locuslink:856743,0.465011636927851,4.235554239237765e-05,73.0,0.010614395924798728
entrez gene/locuslink:856437,0.44865269461077845,1.1071542143057418e-05,39.0,0.007043691452404277
entrez gene/locuslink:852996,0.4544696337857305,2.3418685772561098e-05,71.0,0.013101888018667416
entrez gene/locuslink:850760,0.46246431602499805,2.4456231924401593e-05,53.0,0.011129520224837085
entrez gene/locuslink:851255,0.4762812872467223,5.19422957381492e-05,47.0,0.00957310969382612
entrez gene/locuslink:852202,0.4690507864465138,3.441766091425408e-05,60.0,0.018102361129689833
entrez gene/locuslink:852421,0.4177003484320557,6.06712731824194e-05,25.0,0.0037316914748522683
entrez gene/locuslink:852938,0.4662777129521587,0.00024892378498273204,36.0,0.009295156775317608
entrez gene/locuslink:854277,0.4714117184427841,0.00027612835251129256,31.0,0.010084136254645985
entrez gene/locuslink:852416,0.44324484212083115,7.735243718485195e-05,78.0,0.012097726571756985
entrez gene/locuslink:854960,0.4401527390218828,1.207060565944718e-05,31.0,0.006560895891505835
entrez gene/locuslink:853857,0.4763569895891282,0.0006926385841063976,141.0,0.015780631303980327
entrez gene/locuslink:852896,0.460333307733661,4.712112232188612e-05,37.0,0.008035690321119584
entrez gene/locuslink:851821,0.46325063760723395,1.0010544584407436e-05,25.0,0.007079126943315226
entrez gene/locuslink:851827,0.45567888094876086,3.968848640235434e-05,39.0,0.008025771632422707
entrez gene/locuslink:854749,0.4615029257776409,0.00015975266820892982,80.0,0.011710269321717362
entrez gene/locuslink:852839,0.459239963224027,7.658192544202228e-06,36.0,0.01026819229225886
entrez gene/locuslink:851678,0.4540565108703886,0.00010833890346514054,121.0,0.024726336358697986
entrez gene/locuslink:854489,0.4750733137829912,5.651710900121285e-06,39.0,0.017216216407300377
entrez gene/locuslink:852319,0.4672226985735443,0.0001486527060797623,145.0,0.03086253350552827
entrez gene/locuslink:850682,0.4821816426675247,4.8646006601486943e-05,96.0,0.028732897361215863
entrez gene/locuslink:854116,0.45426297840090946,0.00017404156537399967,104.0,0.021401293884684532
entrez gene/locuslink:850893,0.4656619018023617,0.0001847061678581674,104.0,0.023209931805248885
entrez gene/locuslink:853160,0.44969615124915596,8.509334407882718e-06,61.0,0.015907639393780152
entrez gene/locuslink:853922,0.47982708933717577,0.0003125428918453452,138.0,0.024790602444179046
entrez gene/locuslink:852569,0.4588883785025264,5.990790896191065e-06,29.0,0.00924736868452931
entrez gene/locuslink:854279,0.3959833520512651,3.806794176923639e-05,16.0,0.003018775510668389
entrez gene/locuslink:852007,0.44324484212083115,2.1362857926002704e-05,43.0,0.010774209651236589
entrez gene/locuslink:856422,0.5040363269424823,0.0020497111017193067,432.0,0.06149004543909172
entrez gene/locuslink:856607,0.4897859127308384,0.001176216536856188,392.0,0.051595826343992936
entrez gene/locuslink:850554,0.5220344887650236,0.012247340083471647,796.0,0.08763866815094207
entrez gene/locuslink:850613,0.4457168352171327,4.281311958170487e-05,67.0,0.012116020635584313
entrez gene/locuslink:854735,0.4729367208458261,9.889078181847638e-05,101.0,0.022544804289477246
entrez gene/locuslink:856742,0.47776183644189385,0.00038292923060252243,101.0,0.020699411672690265
entrez gene/locuslink:851408,0.47909839341379584,0.00024924637655415136,111.0,0.020399343841994013
entrez gene/locuslink:851461,0.47795231640220076,6.41959418903998e-05,73.0,0.01874286249492772
entrez gene/locuslink:854435,0.4689406978563605,6.023132756360498e-05,82.0,0.01830232266914976
entrez gene/locuslink:852037,0.4667133847231955,6.905980631793534e-05,74.0,0.01590864311856522
entrez gene/locuslink:853712,0.4616095494801694,0.00012942811386002772,119.0,0.024268492856115584
entrez gene/locuslink:851557,0.47681170949009627,4.039755467425163e-05,71.0,0.02139546561511511
entrez gene/locuslink:852003,0.4727875059157596,0.00011471666007543935,103.0,0.021948574606288195
entrez gene/locuslink:852834,0.4836211069872519,0.00014515139687590434,116.0,0.02781268937970777
entrez gene/locuslink:850562,0.4414494034467521,4.473854599654958e-05,61.0,0.01166521550061294
entrez gene/locuslink:856223,0.46203653742388034,3.02897101809222e-05,59.0,0.015682626319091442
entrez gene/locuslink:851536,0.4696020056408649,9.532719955407653e-05,57.0,0.012174688769685457
entrez gene/locuslink:855357,0.47639484978540775,0.00011917468163212288,102.0,0.025625855864849105
entrez gene/locuslink:852371,0.4837772397094431,0.0001482175231795798,119.0,0.029610678487294075
entrez gene/locuslink:856154,0.45550573751804846,3.3155078655952205e-05,61.0,0.014464267079412617
entrez gene/locuslink:850889,0.4712634641088136,1.541546952970355e-05,42.0,0.012147487107846095
entrez gene/locuslink:855177,0.4773813316342784,4.897577310303189e-05,70.0,0.022383850413492515
entrez gene/locuslink:851665,0.46674972745678245,5.813195500291872e-05,76.0,0.01949696575375418
entrez gene/locuslink:854434,0.48542274052478135,3.3148940407681857e-05,40.0,0.015175388672148968
entrez gene/locuslink:852974,0.4547799696509863,3.7123581510627623e-06,17.0,0.005918282467799592
entrez gene/locuslink:850998,0.4504396182460359,0.0005203774941403674,124.0,0.01254962724567335
entrez gene/locuslink:855838,0.46097054525878645,0.00014753212376108506,53.0,0.015871683650241192
entrez gene/locuslink:850504,0.47821924365725227,0.0004361833788052343,165.0,0.02910222268203944
entrez gene/locuslink:851061,0.4707822808671065,0.0002262920240114904,130.0,0.019997487635441166
entrez gene/locuslink:855532,0.4916741858748257,0.0012366851706205016,223.0,0.03126338435817567
entrez gene/locuslink:851052,0.47567653360844375,0.0001855047011639837,165.0,0.03612542605030721
entrez gene/locuslink:853806,0.4588181261481935,1.3200759623422048e-05,27.0,0.00617352652871152
entrez gene/locuslink:850806,0.47048665620094193,2.458053294123114e-05,35.0,0.009785393416486312
entrez gene/locuslink:850983,0.45121951219512196,1.4329756777196911e-05,30.0,0.0058787159010431755
entrez gene/locuslink:851895,0.4569642448730655,1.9868441533728833e-05,40.0,0.009094141256953578
entrez gene/locuslink:855399,0.4477478150444461,3.6128286169049344e-05,35.0,0.006511267368887735
entrez gene/locuslink:851776,0.4662777129521587,2.12237968176419e-05,40.0,0.009467142325052781
entrez gene/locuslink:855499,0.44285186553380124,2.2357767222890107e-05,32.0,0.0054134522625509445
entrez gene/locuslink:851152,0.47978868166173055,0.00012732704092223118,108.0,0.0250986124911367
entrez gene/locuslink:856626,0.45292428593017986,3.005864371819437e-05,48.0,0.012486395373677867
entrez gene/locuslink:854948,0.47643271600031795,5.882148866878497e-05,76.0,0.021263068238955272
entrez gene/locuslink:853083,0.4646871850531049,1.2263143758645742e-05,23.0,0.009292870504320053
entrez gene/locuslink:851730,0.4728621016093405,8.449062140295046e-06,21.0,0.009801022735396047
entrez gene/locuslink:856218,0.39898821806563267,8.318011512499124e-06,36.0,0.006416702007400033
entrez gene/locuslink:856731,0.472117202268431,0.0001853160674689764,121.0,0.020987678139404945
entrez gene/locuslink:854544,0.47837190742218677,7.733551865226738e-05,73.0,0.01764387509466765
entrez gene/locuslink:853456,0.4664228464710917,3.4016418660332416e-05,40.0,0.011622773744122735
entrez gene/locuslink:855362,0.4368486261934261,3.1699316732540277e-05,60.0,0.012238726815758053
entrez gene/locuslink:854119,0.46916092673763304,3.9819319377414834e-05,65.0,0.015721813717951987
entrez gene/locuslink:852239,0.4524798067486978,1.0796812350553883e-05,30.0,0.0066250633283069845
entrez gene/locuslink:854882,0.4646511627906977,3.693898913283944e-05,52.0,0.01147727425047376
entrez gene/locuslink:853036,0.45309547206893946,6.837257298065237e-05,65.0,0.01325404386158619
entrez gene/locuslink:854328,0.44882066641707224,3.3405260816015184e-05,39.0,0.0074430900476660225
entrez gene/locuslink:853168,0.46941812201425326,3.0581950730676204e-05,57.0,0.015350043756296672
entrez gene/locuslink:852873,0.45836200963523743,0.0007210849643872421,57.0,0.011125110012004703
entrez gene/locuslink:850619,0.4556442417331813,3.212472929303313e-05,50.0,0.012126538479813877
entrez gene/locuslink:855581,0.4455180615430355,6.094997328345606e-06,11.0,0.005939854446408988
entrez gene/locuslink:852205,0.384872222935662,1.991624326055257e-06,13.0,0.0023207728825894386
entrez gene/locuslink:854513,0.4631074712199645,3.0897288775929383e-05,44.0,0.01322274409032257
entrez gene/locuslink:851963,0.4527190332326284,3.6925778868410024e-05,26.0,0.009140773283725295
entrez gene/locuslink:852191,0.4801345722524832,6.80243953664765e-05,87.0,0.024415231969433137
entrez gene/locuslink:855893,0.39449782809003553,3.0038197746247413e-06,10.0,0.0019884941738435675
entrez gene/locuslink:851212,0.6599141252890014,0.15028830901509072,3032.0,0.18055253182521946
entrez gene/locuslink:855788,0.4809050064184852,6.679675028357331e-05,59.0,0.014132022688371288
entrez gene/locuslink:850455,0.4673684210526316,3.6644591958695254e-05,86.0,0.020485867046292003
entrez gene/locuslink:855158,0.5,0.0018376937509001926,489.0,0.073063810528033
entrez gene/locuslink:852779,0.4576271186440678,4.584284449390922e-05,83.0,0.02015995187042633
entrez gene/locuslink:852755,0.6322784810126583,0.13819818307087053,2581.0,0.1702884161079416
entrez gene/locuslink:852305,0.47616777883698763,0.00014546313256345796,86.0,0.0176397454864161
entrez gene/locuslink:855104,0.5137567498071484,0.021460357109071727,599.0,0.042028995853978575
entrez gene/locuslink:853385,0.4731607199242185,2.9250805986322835e-05,50.0,0.009769943848928977
entrez gene/locuslink:852264,0.47496038034865296,2.9708622217860658e-05,41.0,0.010642391989612253
entrez gene/locuslink:852107,0.4778761061946903,4.22757717024407e-05,102.0,0.02776463017841541
entrez gene/locuslink:855889,0.46949165818124855,1.8607041538031254e-05,17.0,0.007810811817836227
entrez gene/locuslink:855424,0.44835066197920564,1.1030999815736521e-06,7.0,0.003705412537946622
entrez gene/locuslink:854152,0.46883066093077824,0.00034139504154771273,49.0,0.017748451424721364
entrez gene/locuslink:855884,0.48202653799758743,0.0001238166218847672,106.0,0.02721836620950063
entrez gene/locuslink:852338,0.47252660622782816,0.00022990815054227642,50.0,0.014985900228042815
entrez gene/locuslink:855280,0.46047476377045404,8.196596188403746e-05,37.0,0.009072499228247682
